acronym,graph_id,graph_order,id,name,structure_id_path,structure_set_ids,rgb_triplet
MD,1,685,362,Mediodorsal nucleus of thalamus,"[997, 8, 343, 1129, 549, 856, 444, 362]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]","[255, 144, 159]"
SMT,1,689,366,Submedial nucleus of the thalamus,"[997, 8, 343, 1129, 549, 856, 444, 366]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]","[255, 144, 159]"
PR,1,690,1077,Perireunensis nucleus,"[997, 8, 343, 1129, 549, 856, 444, 1077]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]","[255, 144, 159]"
MTN,1,691,571,Midline group of the dorsal thalamus,"[997, 8, 343, 1129, 549, 856, 571]","[112905828, 691663206, 12, 184527634, 114512891]","[255, 144, 159]"
PVT,1,692,149,Paraventricular nucleus of the thalamus,"[997, 8, 343, 1129, 549, 856, 571, 149]","[112905828, 691663206, 687527945, 10, 688152363, 12, 184527634, 167587189, 114512891]","[255, 144, 159]"
PT,1,693,15,Parataenial nucleus,"[997, 8, 343, 1129, 549, 856, 571, 15]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]","[255, 144, 159]"
RE,1,694,181,Nucleus of reuniens,"[997, 8, 343, 1129, 549, 856, 571, 181]","[112905828, 691663206, 687527945, 10, 688152363, 12, 184527634, 167587189, 114512891]","[255, 144, 159]"
Xi,1,695,560581559,Xiphoid thalamic nucleus,"[997, 8, 343, 1129, 549, 856, 571, 560581559]","[112905828, 691663206, 688152363, 184527634, 167587189]","[255, 144, 159]"
ILM,1,696,51,Intralaminar nuclei of the dorsal thalamus,"[997, 8, 343, 1129, 549, 856, 51]","[112905828, 691663206, 12, 184527634, 114512891]","[255, 144, 159]"
RH,1,697,189,Rhomboid nucleus,"[997, 8, 343, 1129, 549, 856, 51, 189]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189]","[255, 144, 159]"
CM,1,698,599,Central medial nucleus of the thalamus,"[997, 8, 343, 1129, 549, 856, 51, 599]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]","[255, 144, 159]"
PCN,1,699,907,Paracentral nucleus,"[997, 8, 343, 1129, 549, 856, 51, 907]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]","[255, 144, 159]"
CL,1,700,575,Central lateral nucleus of the thalamus,"[997, 8, 343, 1129, 549, 856, 51, 575]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189]","[255, 144, 159]"
PF,1,701,930,Parafascicular nucleus,"[997, 8, 343, 1129, 549, 856, 51, 930]","[112905828, 691663206, 687527945, 10, 688152363, 12, 184527634, 167587189, 114512891]","[255, 144, 159]"
PIL,1,702,560581563,Posterior intralaminar thalamic nucleus,"[997, 8, 343, 1129, 549, 856, 51, 560581563]","[112905828, 691663206, 688152363, 184527634, 167587189, 114512891]","[255, 144, 159]"
RT,1,703,262,Reticular nucleus of the thalamus,"[997, 8, 343, 1129, 549, 856, 262]","[112905828, 691663206, 687527945, 10, 688152363, 12, 184527634, 167587189, 114512891]","[255, 144, 159]"
GENv,1,704,1014,"Geniculate group, ventral thalamus","[997, 8, 343, 1129, 549, 856, 1014]","[112905828, 691663206, 12, 184527634, 114512891]","[255, 144, 159]"
IGL,1,705,27,Intergeniculate leaflet of the lateral geniculate complex,"[997, 8, 343, 1129, 549, 856, 1014, 27]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189]","[255, 144, 159]"
IntG,1,706,563807439,Intermediate geniculate nucleus,"[997, 8, 343, 1129, 549, 856, 1014, 563807439]","[112905828, 691663206, 688152363, 184527634, 167587189]","[255, 144, 159]"
LGv,1,707,178,Ventral part of the lateral geniculate complex,"[997, 8, 343, 1129, 549, 856, 1014, 178]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]","[255, 144, 159]"
SubG,1,710,321,Subgeniculate nucleus,"[997, 8, 343, 1129, 549, 856, 1014, 321]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189]","[255, 144, 159]"
EPI,1,711,958,Epithalamus,"[997, 8, 343, 1129, 549, 856, 958]","[112905828, 691663206, 12, 184527634, 114512891]","[255, 144, 159]"
MH,1,712,483,Medial habenula,"[997, 8, 343, 1129, 549, 856, 958, 483]","[112905828, 691663206, 687527945, 10, 688152363, 12, 184527634, 167587189, 114512891]","[255, 144, 159]"
LH,1,713,186,Lateral habenula,"[997, 8, 343, 1129, 549, 856, 958, 186]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]","[255, 144, 159]"
HY,1,715,1097,Hypothalamus,"[997, 8, 343, 1129, 1097]","[2, 112905828, 691663206, 12, 184527634, 112905813, 687527670, 114512891, 114512892]","[230, 68, 56]"
PVZ,1,716,157,Periventricular zone,"[997, 8, 343, 1129, 1097, 157]","[3, 112905828, 691663206, 12, 184527634, 114512891]","[255, 93, 80]"
SO,1,717,390,Supraoptic nucleus,"[997, 8, 343, 1129, 1097, 157, 390]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189, 114512891]","[255, 93, 80]"
ASO,1,718,332,Accessory supraoptic group,"[997, 8, 343, 1129, 1097, 157, 332]","[112905828, 691663206, 687527945, 688152364, 184527634, 167587189]","[255, 93, 80]"
PVH,1,720,38,Paraventricular hypothalamic nucleus,"[997, 8, 343, 1129, 1097, 157, 38]","[112905828, 691663206, 687527945, 10, 12, 688152364, 184527634, 167587189, 114512891]","[255, 93, 80]"
PVa,1,731,30,"Periventricular hypothalamic nucleus, anterior part","[997, 8, 343, 1129, 1097, 157, 30]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189]","[255, 93, 80]"
PVi,1,732,118,"Periventricular hypothalamic nucleus, intermediate part","[997, 8, 343, 1129, 1097, 157, 118]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189]","[255, 93, 80]"
ARH,1,733,223,Arcuate hypothalamic nucleus,"[997, 8, 343, 1129, 1097, 157, 223]","[112905828, 691663206, 687527945, 10, 12, 688152364, 184527634, 167587189, 114512891]","[255, 93, 80]"
PVR,1,734,141,Periventricular region,"[997, 8, 343, 1129, 1097, 141]","[3, 112905828, 691663206, 12, 184527634, 114512891]","[255, 85, 71]"
ADP,1,735,72,Anterodorsal preoptic nucleus,"[997, 8, 343, 1129, 1097, 141, 72]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189, 114512891]","[255, 85, 71]"
AVP,1,737,263,Anteroventral preoptic nucleus,"[997, 8, 343, 1129, 1097, 141, 263]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189]","[255, 85, 71]"
AVPV,1,738,272,Anteroventral periventricular nucleus,"[997, 8, 343, 1129, 1097, 141, 272]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189, 114512891]","[255, 85, 71]"
DMH,1,739,830,Dorsomedial nucleus of the hypothalamus,"[997, 8, 343, 1129, 1097, 141, 830]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189, 114512891]","[255, 85, 71]"
MEPO,1,743,452,Median preoptic nucleus,"[997, 8, 343, 1129, 1097, 141, 452]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189]","[255, 85, 71]"
MPO,1,744,523,Medial preoptic area,"[997, 8, 343, 1129, 1097, 141, 523]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189, 114512891]","[255, 85, 71]"
OV,1,745,763,Vascular organ of the lamina terminalis,"[997, 8, 343, 1129, 1097, 141, 763]","[112905828, 691663206, 687527945, 688152364, 184527634, 167587189]","[255, 85, 71]"
PD,1,746,914,Posterodorsal preoptic nucleus,"[997, 8, 343, 1129, 1097, 141, 914]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189]","[255, 85, 71]"
PS,1,747,1109,Parastrial nucleus,"[997, 8, 343, 1129, 1097, 141, 1109]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189]","[255, 85, 71]"
PVp,1,749,126,"Periventricular hypothalamic nucleus, posterior part","[997, 8, 343, 1129, 1097, 141, 126]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189, 114512891]","[255, 85, 71]"
PVpo,1,750,133,"Periventricular hypothalamic nucleus, preoptic part","[997, 8, 343, 1129, 1097, 141, 133]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189]","[255, 85, 71]"
SBPV,1,751,347,Subparaventricular zone,"[997, 8, 343, 1129, 1097, 141, 347]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189, 114512891]","[255, 85, 71]"
SCH,1,752,286,Suprachiasmatic nucleus,"[997, 8, 343, 1129, 1097, 141, 286]","[112905828, 691663206, 687527945, 10, 12, 688152364, 184527634, 167587189, 114512891]","[255, 85, 71]"
SFO,1,753,338,Subfornical organ,"[997, 8, 343, 1129, 1097, 141, 338]","[691663206, 687527945, 688152364, 184527634, 167587189]","[255, 85, 71]"
VMPO,1,754,576073699,Ventromedial preoptic nucleus,"[997, 8, 343, 1129, 1097, 141, 576073699]","[112905828, 691663206, 688152364, 184527634, 167587189]","[255, 85, 71]"
VLPO,1,755,689,Ventrolateral preoptic nucleus,"[997, 8, 343, 1129, 1097, 141, 689]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189]","[255, 85, 71]"
MEZ,1,756,467,Hypothalamic medial zone,"[997, 8, 343, 1129, 1097, 467]","[3, 112905828, 691663206, 12, 184527634, 114512891]","[255, 76, 62]"
AHN,1,757,88,Anterior hypothalamic nucleus,"[997, 8, 343, 1129, 1097, 467, 88]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189, 114512891]","[255, 76, 62]"
MBO,1,762,331,Mammillary body,"[997, 8, 343, 1129, 1097, 467, 331]","[112905828, 691663206, 12, 184527634, 114512891]","[255, 76, 62]"
LM,1,763,210,Lateral mammillary nucleus,"[997, 8, 343, 1129, 1097, 467, 331, 210]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189, 114512891]","[255, 76, 62]"
MM,1,764,491,Medial mammillary nucleus,"[997, 8, 343, 1129, 1097, 467, 331, 491]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189, 114512891]","[255, 76, 62]"
MMme,1,765,732,"Medial mammillary nucleus, median part","[997, 8, 343, 1129, 1097, 467, 331, 491, 732]","[184527634, 12, 691663206]","[255, 76, 62]"
MMl,1,766,606826647,"Medial mammillary nucleus, lateral part","[997, 8, 343, 1129, 1097, 467, 331, 491, 606826647]","[184527634, 691663206]","[255, 76, 62]"
MMm,1,767,606826651,"Medial mammillary nucleus, medial part","[997, 8, 343, 1129, 1097, 467, 331, 491, 606826651]","[184527634, 691663206]","[255, 76, 62]"
MMp,1,768,606826655,"Medial mammillary nucleus, posterior part","[997, 8, 343, 1129, 1097, 467, 331, 491, 606826655]","[184527634, 691663206]","[255, 76, 62]"
MMd,1,769,606826659,"Medial mammillary nucleus, dorsal part","[997, 8, 343, 1129, 1097, 467, 331, 491, 606826659]","[184527634, 691663206]","[255, 76, 62]"
SUM,1,770,525,Supramammillary nucleus,"[997, 8, 343, 1129, 1097, 467, 331, 525]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189, 114512891]","[255, 76, 62]"
TM,1,773,557,Tuberomammillary nucleus,"[997, 8, 343, 1129, 1097, 467, 331, 557]","[112905828, 691663206, 12, 184527634, 114512891]","[255, 76, 62]"
TMd,1,774,1126,"Tuberomammillary nucleus, dorsal part","[997, 8, 343, 1129, 1097, 467, 331, 557, 1126]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189]","[255, 76, 62]"
TMv,1,775,1,"Tuberomammillary nucleus, ventral part","[997, 8, 343, 1129, 1097, 467, 331, 557, 1]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189, 114512891]","[255, 76, 62]"
MPN,1,776,515,Medial preoptic nucleus,"[997, 8, 343, 1129, 1097, 467, 515]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189, 114512891]","[255, 76, 62]"
PMd,1,780,980,Dorsal premammillary nucleus,"[997, 8, 343, 1129, 1097, 467, 980]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189]","[255, 76, 62]"
PMv,1,781,1004,Ventral premammillary nucleus,"[997, 8, 343, 1129, 1097, 467, 1004]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189, 114512891]","[255, 76, 62]"
PVHd,1,782,63,"Paraventricular hypothalamic nucleus, descending division","[997, 8, 343, 1129, 1097, 467, 63]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189, 114512891]","[255, 76, 62]"
VMH,1,787,693,Ventromedial hypothalamic nucleus,"[997, 8, 343, 1129, 1097, 467, 693]","[112905828, 691663206, 687527945, 10, 12, 688152364, 184527634, 167587189, 114512891]","[255, 76, 62]"
PH,1,792,946,Posterior hypothalamic nucleus,"[997, 8, 343, 1129, 1097, 467, 946]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189, 114512891]","[255, 76, 62]"
LZ,1,793,290,Hypothalamic lateral zone,"[997, 8, 343, 1129, 1097, 290]","[3, 112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[242, 72, 59]"
LHA,1,794,194,Lateral hypothalamic area,"[997, 8, 343, 1129, 1097, 290, 194]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 112905813, 167587189, 114512891, 114512892]","[242, 72, 59]"
LPO,1,795,226,Lateral preoptic area,"[997, 8, 343, 1129, 1097, 290, 226]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189, 114512891]","[242, 72, 59]"
PST,1,796,356,Preparasubthalamic nucleus,"[997, 8, 343, 1129, 1097, 290, 356]","[112905828, 691663206, 687527945, 688152364, 184527634, 167587189]","[242, 72, 59]"
PSTN,1,797,364,Parasubthalamic nucleus,"[997, 8, 343, 1129, 1097, 290, 364]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189, 114512891]","[242, 72, 59]"
PeF,1,798,576073704,Perifornical nucleus,"[997, 8, 343, 1129, 1097, 290, 576073704]","[112905828, 691663206, 688152364, 184527634, 167587189]","[242, 72, 59]"
RCH,1,799,173,Retrochiasmatic area,"[997, 8, 343, 1129, 1097, 290, 173]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189]","[242, 72, 59]"
STN,1,800,470,Subthalamic nucleus,"[997, 8, 343, 1129, 1097, 290, 470]","[112905828, 691663206, 687527945, 10, 12, 688152364, 184527634, 167587189, 114512891]","[242, 72, 59]"
TU,1,801,614,Tuberal nucleus,"[997, 8, 343, 1129, 1097, 290, 614]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189, 114512891]","[242, 72, 59]"
ZI,1,802,797,Zona incerta,"[997, 8, 343, 1129, 1097, 290, 797]","[112905828, 691663206, 687527945, 10, 12, 688152364, 184527634, 112905813, 167587189, 114512891, 114512892]","[242, 72, 59]"
FF,1,804,804,Fields of Forel,"[997, 8, 343, 1129, 1097, 290, 797, 804]","[184527634, 12, 691663206]","[242, 72, 59]"
ME,1,805,10671,Median eminence,"[997, 8, 343, 1129, 1097, 10671]","[3, 112905828, 691663206, 12, 688152364, 184527634, 167587189]","[242, 72, 59]"
MB,1,806,313,Midbrain,"[997, 8, 343, 313]","[2, 112905828, 691663206, 12, 184527634, 112905813, 687527670, 114512891, 114512892]","[255, 100, 255]"
MBsen,1,807,339,"Midbrain, sensory related","[997, 8, 343, 313, 339]","[3, 112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[255, 122, 255]"
SCs,1,808,302,"Superior colliculus, sensory related","[997, 8, 343, 313, 339, 302]","[112905828, 691663206, 687527945, 10, 12, 688152365, 184527634, 112905813, 167587189, 114512891, 114512892]","[255, 122, 255]"
SCop,1,809,851,"Superior colliculus, optic layer","[997, 8, 343, 313, 339, 302, 851]","[184527634, 12, 691663206]","[255, 122, 255]"
SCsg,1,810,842,"Superior colliculus, superficial gray layer","[997, 8, 343, 313, 339, 302, 842]","[184527634, 12, 691663206]","[255, 122, 255]"
SCzo,1,811,834,"Superior colliculus, zonal layer","[997, 8, 343, 313, 339, 302, 834]","[184527634, 12, 691663206]","[255, 122, 255]"
IC,1,812,4,Inferior colliculus,"[997, 8, 343, 313, 339, 4]","[112905828, 691663206, 687527945, 10, 12, 688152365, 184527634, 167587189, 112905813, 114512891, 114512892]","[255, 122, 255]"
ICc,1,813,811,"Inferior colliculus, central nucleus","[997, 8, 343, 313, 339, 4, 811]","[184527634, 12, 691663206]","[255, 122, 255]"
ICd,1,814,820,"Inferior colliculus, dorsal nucleus","[997, 8, 343, 313, 339, 4, 820]","[184527634, 12, 691663206]","[255, 122, 255]"
ICe,1,815,828,"Inferior colliculus, external nucleus","[997, 8, 343, 313, 339, 4, 828]","[691663206, 12, 184527634, 112905813, 114512892]","[255, 122, 255]"
NB,1,816,580,Nucleus of the brachium of the inferior colliculus,"[997, 8, 343, 313, 339, 580]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189]","[255, 122, 255]"
SAG,1,817,271,Nucleus sagulum,"[997, 8, 343, 313, 339, 271]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189, 114512891]","[255, 122, 255]"
PBG,1,818,874,Parabigeminal nucleus,"[997, 8, 343, 313, 339, 874]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189]","[255, 122, 255]"
MEV,1,819,460,Midbrain trigeminal nucleus,"[997, 8, 343, 313, 339, 460]","[112905828, 691663206, 687527945, 10, 12, 688152365, 184527634, 167587189]","[255, 122, 255]"
SCO,1,820,599626923,Subcommissural organ,"[997, 8, 343, 313, 339, 599626923]","[112905828, 691663206, 688152365, 184527634, 167587189]","[255, 122, 255]"
MBmot,1,821,323,"Midbrain, motor related","[997, 8, 343, 313, 323]","[3, 112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[255, 144, 255]"
SNr,1,822,381,"Substantia nigra, reticular part","[997, 8, 343, 313, 323, 381]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 112905813, 167587189, 114512891, 114512892]","[255, 144, 255]"
VTA,1,823,749,Ventral tegmental area,"[997, 8, 343, 313, 323, 749]","[112905828, 691663206, 687527945, 10, 12, 688152365, 184527634, 167587189, 114512891]","[255, 144, 255]"
PN,1,824,607344830,Paranigral nucleus,"[997, 8, 343, 313, 323, 607344830]","[112905828, 691663206, 688152365, 184527634, 167587189]","[255, 144, 255]"
RR,1,825,246,"Midbrain reticular nucleus, retrorubral area","[997, 8, 343, 313, 323, 246]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189]","[255, 144, 255]"
MRN,1,826,128,Midbrain reticular nucleus,"[997, 8, 343, 313, 323, 128]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 112905813, 167587189, 114512891, 114512892]","[255, 144, 255]"
SCm,1,830,294,"Superior colliculus, motor related","[997, 8, 343, 313, 323, 294]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 112905813, 167587189, 114512891, 114512892]","[255, 144, 255]"
SCdg,1,831,26,"Superior colliculus, motor related, deep gray layer","[997, 8, 343, 313, 323, 294, 26]","[184527634, 12, 691663206]","[255, 144, 255]"
SCdw,1,832,42,"Superior colliculus, motor related, deep white layer","[997, 8, 343, 313, 323, 294, 42]","[184527634, 12, 691663206]","[255, 144, 255]"
SCiw,1,833,17,"Superior colliculus, motor related, intermediate white layer","[997, 8, 343, 313, 323, 294, 17]","[184527634, 12, 691663206]","[255, 144, 255]"
SCig,1,834,10,"Superior colliculus, motor related, intermediate gray layer","[997, 8, 343, 313, 323, 294, 10]","[184527634, 12, 691663206]","[255, 144, 255]"
PAG,1,838,795,Periaqueductal gray,"[997, 8, 343, 313, 323, 795]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189, 114512891]","[255, 144, 255]"
PRC,1,839,50,Precommissural nucleus,"[997, 8, 343, 313, 323, 795, 50]","[184527634, 12, 691663206]","[255, 144, 255]"
INC,1,840,67,Interstitial nucleus of Cajal,"[997, 8, 343, 313, 323, 795, 67]","[184527634, 12, 691663206]","[255, 144, 255]"
ND,1,841,587,Nucleus of Darkschewitsch,"[997, 8, 343, 313, 323, 795, 587]","[184527634, 12, 691663206]","[255, 144, 255]"
Su3,1,842,614454277,Supraoculomotor periaqueductal gray,"[997, 8, 343, 313, 323, 795, 614454277]","[184527634, 691663206]","[255, 144, 255]"
PRT,1,843,1100,Pretectal region,"[997, 8, 343, 313, 323, 1100]","[112905828, 691663206, 12, 184527634, 112905813, 114512891]","[255, 144, 255]"
APN,1,844,215,Anterior pretectal nucleus,"[997, 8, 343, 313, 323, 1100, 215]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189, 112905813, 114512891]","[255, 144, 255]"
MPT,1,845,531,Medial pretectal area,"[997, 8, 343, 313, 323, 1100, 531]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189]","[255, 144, 255]"
NOT,1,846,628,Nucleus of the optic tract,"[997, 8, 343, 313, 323, 1100, 628]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189, 114512891]","[255, 144, 255]"
NPC,1,847,634,Nucleus of the posterior commissure,"[997, 8, 343, 313, 323, 1100, 634]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189, 114512891]","[255, 144, 255]"
OP,1,848,706,Olivary pretectal nucleus,"[997, 8, 343, 313, 323, 1100, 706]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189, 114512891]","[255, 144, 255]"
PPT,1,849,1061,Posterior pretectal nucleus,"[997, 8, 343, 313, 323, 1100, 1061]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189, 114512891]","[255, 144, 255]"
RPF,1,850,549009203,Retroparafascicular nucleus,"[997, 8, 343, 313, 323, 1100, 549009203]","[184527634, 691663206]","[255, 144, 255]"
CUN,1,852,616,Cuneiform nucleus,"[997, 8, 343, 313, 323, 616]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189, 114512891]","[255, 144, 255]"
RN,1,853,214,Red nucleus,"[997, 8, 343, 313, 323, 214]","[112905828, 691663206, 687527945, 10, 12, 688152365, 184527634, 112905813, 167587189, 114512891]","[255, 144, 255]"
III,1,854,35,Oculomotor nucleus,"[997, 8, 343, 313, 323, 35]","[112905828, 691663206, 687527945, 10, 12, 688152365, 184527634, 167587189, 114512891]","[255, 144, 255]"
MA3,1,855,549009211,Medial accesory oculomotor nucleus,"[997, 8, 343, 313, 323, 549009211]","[112905828, 691663206, 688152365, 184527634, 167587189]","[255, 144, 255]"
EW,1,856,975,Edinger-Westphal nucleus,"[997, 8, 343, 313, 323, 975]","[112905828, 691663206, 687527945, 10, 12, 688152365, 184527634, 167587189]","[255, 144, 255]"
IV,1,857,115,Trochlear nucleus,"[997, 8, 343, 313, 323, 115]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189]","[255, 144, 255]"
Pa4,1,858,606826663,Paratrochlear nucleus,"[997, 8, 343, 313, 323, 606826663]","[112905828, 691663206, 688152365, 184527634, 167587189]","[255, 144, 255]"
VTN,1,859,757,Ventral tegmental nucleus,"[997, 8, 343, 313, 323, 757]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189]","[255, 144, 255]"
AT,1,860,231,Anterior tegmental nucleus,"[997, 8, 343, 313, 323, 231]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189]","[255, 144, 255]"
LT,1,861,66,Lateral terminal nucleus of the accessory optic tract,"[997, 8, 343, 313, 323, 66]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189]","[255, 144, 255]"
DT,1,862,75,Dorsal terminal nucleus of the accessory optic tract,"[997, 8, 343, 313, 323, 75]","[112905828, 691663206, 688152365, 184527634, 167587189]","[255, 144, 255]"
MT,1,863,58,Medial terminal nucleus of the accessory optic tract,"[997, 8, 343, 313, 323, 58]","[112905828, 691663206, 688152365, 184527634, 167587189]","[255, 144, 255]"
MBsta,1,865,348,"Midbrain, behavioral state related","[997, 8, 343, 313, 348]","[3, 112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[255, 144, 255]"
SNc,1,866,374,"Substantia nigra, compact part","[997, 8, 343, 313, 348, 374]","[112905828, 691663206, 687527945, 10, 12, 688152365, 184527634, 112905813, 167587189, 114512892]","[255, 166, 255]"
PPN,1,867,1052,Pedunculopontine nucleus,"[997, 8, 343, 313, 348, 1052]","[112905828, 691663206, 687527945, 10, 12, 688152365, 184527634, 167587189, 114512891]","[255, 166, 255]"
RAmb,1,868,165,Midbrain raphe nuclei,"[997, 8, 343, 313, 348, 165]","[112905828, 691663206, 12, 184527634, 114512891]","[255, 166, 255]"
IF,1,869,12,Interfascicular nucleus raphe,"[997, 8, 343, 313, 348, 165, 12]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189, 114512891]","[255, 166, 255]"
IPN,1,870,100,Interpeduncular nucleus,"[997, 8, 343, 313, 348, 165, 100]","[112905828, 691663206, 687527945, 10, 12, 688152365, 184527634, 167587189, 114512891]","[255, 166, 255]"
IPR,1,871,607344834,"Interpeduncular nucleus, rostral","[997, 8, 343, 313, 348, 165, 100, 607344834]","[184527634, 691663206]","[255, 166, 255]"
IPC,1,872,607344838,"Interpeduncular nucleus, caudal","[997, 8, 343, 313, 348, 165, 100, 607344838]","[184527634, 691663206]","[255, 166, 255]"
IPA,1,873,607344842,"Interpeduncular nucleus, apical","[997, 8, 343, 313, 348, 165, 100, 607344842]","[184527634, 691663206]","[255, 166, 255]"
IPL,1,874,607344846,"Interpeduncular nucleus, lateral","[997, 8, 343, 313, 348, 165, 100, 607344846]","[184527634, 691663206]","[255, 166, 255]"
IPI,1,875,607344850,"Interpeduncular nucleus, intermediate","[997, 8, 343, 313, 348, 165, 100, 607344850]","[184527634, 691663206]","[255, 166, 255]"
IPDM,1,876,607344854,"Interpeduncular nucleus, dorsomedial","[997, 8, 343, 313, 348, 165, 100, 607344854]","[184527634, 691663206]","[255, 166, 255]"
IPDL,1,877,607344858,"Interpeduncular nucleus, dorsolateral","[997, 8, 343, 313, 348, 165, 100, 607344858]","[184527634, 691663206]","[255, 166, 255]"
IPRL,1,878,607344862,"Interpeduncular nucleus, rostrolateral","[997, 8, 343, 313, 348, 165, 100, 607344862]","[184527634, 691663206]","[255, 166, 255]"
RL,1,879,197,Rostral linear nucleus raphe,"[997, 8, 343, 313, 348, 165, 197]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189]","[255, 166, 255]"
CLI,1,880,591,Central linear nucleus raphe,"[997, 8, 343, 313, 348, 165, 591]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189, 114512891]","[255, 166, 255]"
DR,1,881,872,Dorsal nucleus raphe,"[997, 8, 343, 313, 348, 165, 872]","[112905828, 691663206, 687527945, 10, 12, 688152365, 184527634, 167587189, 114512891]","[255, 166, 255]"
HB,1,882,1065,Hindbrain,"[997, 8, 343, 1065]","[112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[255, 155, 136]"
P,1,883,771,Pons,"[997, 8, 343, 1065, 771]","[2, 112905828, 691663206, 12, 184527634, 112905813, 687527670, 114512891, 114512892]","[255, 155, 136]"
P-sen,1,884,1132,"Pons, sensory related","[997, 8, 343, 1065, 771, 1132]","[3, 112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[255, 174, 111]"
NLL,1,885,612,Nucleus of the lateral lemniscus,"[997, 8, 343, 1065, 771, 1132, 612]","[112905828, 691663206, 687527945, 12, 688152366, 184527634, 167587189, 114512891]","[255, 174, 111]"
